ip,app,device,os,channel,hour,day,target
44919,5,1,3,377,16,6,0
108742,9,1,19,134,23,6,0
99150,15,1,13,3,22,6,0
184529,3,1,19,280,16,6,0
11431,2,1,13,477,18,6,0
104729,12,1,13,328,20,6,0
13531,3,1,41,115,23,6,0
84644,15,2,19,245,17,6,0
76966,15,1,22,265,18,6,0
50843,3,1,19,489,21,6,0
92919,24,1,19,105,22,6,0
87620,18,1,9,121,22,6,0
95779,15,1,13,245,17,6,0
53454,3,1,53,424,21,6,0
74748,2,1,31,212,23,6,0
324,18,1,14,121,17,6,0
30982,6,1,19,459,16,6,0
48117,2,1,13,258,21,6,0
190292,12,1,19,409,18,6,0
44744,151,0,38,347,17,6,0
4052,12,1,1,265,17,6,0
19248,15,1,37,245,20,6,0
6367,3,1,30,379,20,6,0
3994,12,1,18,497,17,6,0
91661,9,2,13,334,0,7,0
3262,18,1,2,439,23,6,0
112460,15,1,19,245,16,6,0
83594,2,1,22,477,16,6,0
157236,15,1,15,315,16,6,0
137315,13,1,19,477,16,6,0
108044,12,1,13,265,21,6,0
118367,2,1,19,205,16,6,0
23203,2,1,13,477,17,6,0
176799,23,1,11,153,16,6,0
25792,2,1,19,205,18,6,0
32412,9,1,22,215,22,6,0
48609,2,1,27,212,23,6,0
9820,2,1,13,477,17,6,0
65785,21,1,19,128,23,6,0
98312,9,1,37,215,0,7,0
66520,9,1,13,334,0,7,0
64516,2,1,35,477,18,6,0
2918,18,1,32,121,20,6,0
44612,11,1,32,325,16,6,0
119870,15,1,13,315,16,6,0
121530,419,1,41,406,23,6,0
18906,15,1,19,245,23,6,0
191317,20,1,25,259,23,6,0
91611,1,1,19,439,0,7,0
172485,15,1,3,130,16,6,0
79857,18,2,22,121,19,6,0
4989,12,1,19,178,23,6,0
133484,3,1,27,409,17,6,0
45841,12,1,10,178,16,6,0
159341,28,1,19,135,21,6,0
73487,2,1,13,258,23,6,0
115837,14,1,28,463,17,6,0
34284,18,1,41,107,16,6,0
38648,27,1,13,153,16,6,0
187339,15,1,19,412,16,6,0
62954,9,1,19,442,16,6,0
26463,8,1,1,145,22,6,0
198820,12,1,17,265,21,6,0
98989,20,1,15,259,17,6,0
136752,21,1,19,128,18,6,0
101365,20,1,20,259,23,6,0
57256,3,1,12,379,22,6,0
83730,12,1,25,265,16,6,0
103090,9,1,13,134,16,6,0
115445,13,1,19,469,0,7,0
4019,3,1,13,130,17,6,0
195879,18,1,22,439,22,6,0
70200,15,1,17,315,23,6,0
69489,15,1,23,245,16,6,0
17491,3,1,2,19,23,6,0
114878,2,1,13,205,19,6,0
113357,2,1,12,219,16,6,0
183693,15,1,19,245,23,6,0
89922,20,1,19,259,16,6,0
118315,18,1,13,439,23,6,0
43016,9,1,19,466,23,6,0
161949,9,1,19,258,17,6,0
118563,12,1,18,409,17,6,0
162820,2,1,37,477,0,7,0
79857,26,1,20,266,16,6,0
69944,9,1,19,234,19,6,0
174248,3,1,4,137,23,6,0
7308,23,1,16,153,17,6,0
81107,3,1,8,424,0,7,0
37183,12,1,27,245,17,6,0
87494,9,1,19,234,22,6,0
67708,15,1,11,245,17,6,0
62094,12,2,41,259,23,6,0
102225,18,1,13,107,16,6,0
53823,12,1,31,212,18,6,0
57803,8,1,19,145,16,6,0
44673,12,1,13,245,16,6,0
111153,18,1,13,107,17,6,0
78827,3,1,22,452,0,7,0
105560,15,1,12,3,19,6,0
183964,9,1,19,215,22,6,0
14903,15,1,13,430,23,6,0
53512,14,1,17,134,22,6,0
119405,3,1,19,489,23,6,0
174737,9,1,35,445,22,6,0
131422,15,1,13,245,17,6,0
106493,18,1,16,121,16,6,0
67037,9,1,41,215,19,6,0
39790,21,1,17,128,19,6,0
37135,1,1,17,134,17,6,0
111186,2,1,13,477,20,6,0
41142,1,1,19,134,17,6,0
30463,3,1,13,173,16,6,0
55722,2,1,13,364,17,6,0
168993,3,1,20,452,21,6,0
25009,15,1,19,245,16,6,0
52469,26,1,19,266,23,6,0
65555,8,1,20,145,16,6,0
142025,3,1,19,115,23,6,0
6465,15,1,30,265,23,6,0
65028,9,1,13,442,23,6,0
114702,3,1,13,205,22,6,0
109734,15,1,22,245,23,6,0
105932,2,1,17,364,16,6,0
137052,12,1,14,245,18,6,0
146575,9,1,16,215,23,6,0
105560,14,1,19,379,23,6,0
62129,18,1,17,439,18,6,0
64386,15,1,30,245,22,6,0
50136,15,1,19,3,16,6,0
122960,9,1,13,442,16,6,0
84954,15,1,22,111,22,6,0
6380,6,1,19,125,17,6,0
55694,12,1,13,245,16,6,0
89715,2,1,13,212,23,6,0
101941,9,1,6,134,23,6,0
179591,15,1,22,111,22,6,0
50277,9,1,13,334,23,6,0
95808,1,1,6,153,19,6,0
162832,15,1,19,245,18,6,0
93323,12,1,23,205,16,6,0
49887,18,1,19,121,17,6,0
79686,12,1,19,328,17,6,0
135778,14,1,19,379,23,6,0
92951,9,1,43,442,16,6,0
118271,23,1,16,153,23,6,0
10108,14,1,19,442,23,6,0
18359,2,1,22,435,23,6,0
70522,2,1,19,237,0,7,0
124911,18,1,15,121,18,6,0
108858,15,1,11,3,0,7,0
13597,28,1,19,135,16,6,0
11108,25,1,1,259,16,6,0
196485,15,1,15,245,0,7,0
133880,3,1,19,379,22,6,0
96308,12,1,49,259,23,6,0
66677,9,1,19,232,16,6,0
102511,9,1,18,442,23,6,0
183216,12,1,19,259,22,6,0
157207,26,1,13,121,23,6,0
112026,20,1,13,259,19,6,0
36061,2,1,6,122,18,6,0
24860,15,1,10,245,16,6,0
91734,2,1,25,205,21,6,0
105475,3,1,13,489,21,6,0
73516,9,1,19,134,19,6,0
111188,18,1,25,107,0,7,0
93021,2,1,53,469,23,6,0
60523,2,1,25,122,19,6,0
86767,12,1,23,259,23,6,0
92540,3,1,13,19,23,6,0
138561,15,1,19,245,23,6,0
201182,21,1,13,128,17,6,0
81721,3,1,13,19,16,6,0
104459,1,1,22,134,23,6,0
67294,12,1,17,178,22,6,0
26406,11,1,13,319,23,6,0
177941,3,1,13,489,23,6,0
73839,21,1,8,128,18,6,0
13990,25,2,13,259,18,6,0
131462,13,1,19,477,0,7,0
25428,3,1,17,424,22,6,0
73487,9,1,19,215,16,6,0
98052,14,1,19,463,17,6,0
148901,12,1,8,328,18,6,0
117898,9,1,20,334,23,6,0
103005,18,1,13,107,22,6,0
191154,2,1,13,219,22,6,0
11811,2,1,42,477,16,6,0
78948,9,1,19,215,16,6,0
7462,14,1,16,123,23,6,0
70243,2,1,35,243,16,6,0
91837,14,1,3,439,20,6,0
101363,3,1,19,489,16,6,0
21021,12,1,13,178,0,7,0
53454,9,2,13,442,22,6,0
114397,14,1,19,439,0,7,0
8506,12,1,13,178,16,6,0
92900,3,1,9,115,22,6,0
9734,12,1,13,178,22,6,0
108913,3,1,11,205,17,6,0
12664,11,1,19,173,23,6,0
147188,3,1,20,280,17,6,0
59015,2,1,19,236,16,6,0
112165,12,1,1,265,23,6,0
179515,2,1,13,477,20,6,0
101374,20,1,19,259,0,7,0
13573,15,1,20,245,20,6,0
55106,18,1,19,439,19,6,0
188041,12,1,27,259,16,6,0
103250,3,1,17,19,16,6,0
151171,12,1,28,259,17,6,0
90560,1,1,37,134,21,6,0
210715,20,1,27,259,23,6,0
18036,15,1,1,140,22,6,0
39889,9,1,18,134,18,6,0
146237,12,1,17,259,23,6,0
8428,19,0,0,213,20,6,0
103136,2,1,26,477,16,6,0
21046,12,1,19,265,17,6,0
66013,18,1,19,121,20,6,0
152727,12,1,19,245,17,6,0
23279,12,1,13,245,18,6,0
187472,2,1,19,237,23,6,0
90891,3,2,65,153,16,6,0
115837,14,1,10,379,17,6,0
108341,12,1,13,245,21,6,0
8536,21,1,18,128,23,6,0
30564,18,1,25,121,22,6,0
51992,1,1,15,150,17,6,0
46729,12,1,22,245,23,6,0
113990,14,1,9,489,22,6,0
111025,1,1,13,178,20,6,0
39762,15,1,28,245,16,6,0
59395,18,1,13,121,17,6,0
101202,9,1,4,334,22,6,0
144447,9,1,53,445,22,6,0
19873,8,1,13,145,16,6,0
123690,3,1,13,137,16,6,0
92784,2,1,10,236,16,6,0
31590,3,1,13,211,17,6,0
8655,9,1,19,134,16,6,0
164121,18,1,13,107,18,6,0
101839,3,1,13,489,22,6,0
153675,12,1,19,328,23,6,0
137900,15,1,13,265,22,6,0
69575,14,1,3,463,20,6,0
79686,12,1,19,328,16,6,0
8144,1,1,8,134,16,6,0
55642,8,1,13,259,22,6,0
212673,12,1,13,265,16,6,0
53454,1,1,9,134,17,6,0
94042,15,1,17,140,23,6,0
135706,12,1,16,328,16,6,0
5314,18,1,13,121,16,6,0
85644,18,1,41,121,22,6,0
80357,21,1,10,128,18,6,0
48282,9,1,19,134,23,6,0
5698,18,1,13,107,20,6,0
126505,14,1,20,123,20,6,0
8625,3,1,26,489,23,6,0
164557,24,1,8,105,16,6,0
32810,9,1,27,442,23,6,0
58431,3,1,3,280,0,7,0
51562,12,1,41,265,17,6,0
188139,2,1,2,477,20,6,0
109619,10,1,13,377,23,6,0
9324,23,1,17,153,17,6,0
2539,151,0,38,347,20,6,0
45214,3,1,25,417,21,6,0
180121,2,1,19,243,16,6,0
58485,6,1,19,459,16,6,0
167664,9,1,23,215,16,6,0
114011,18,1,8,107,16,6,0
8552,3,1,13,130,16,6,0
201182,15,1,19,3,22,6,0
83388,12,1,23,265,23,6,0
141399,8,1,15,145,21,6,0
11837,3,1,19,19,17,6,0
88234,2,1,3,212,17,6,0
56126,2,1,13,364,21,6,0
75765,12,1,56,259,16,6,0
63883,12,1,2,19,22,6,0
5271,20,2,22,259,22,6,0
86767,24,1,17,178,23,6,0
92682,2,1,13,364,19,6,0
89232,15,1,19,412,20,6,0
48523,25,1,17,259,16,6,0
198805,12,1,13,205,16,6,0
109644,18,1,19,121,22,6,0
46595,9,1,13,442,23,6,0
59395,18,1,19,107,23,6,0
111898,11,1,13,325,19,6,0
131812,23,1,10,153,16,6,0
78955,14,1,13,489,16,6,0
67734,3,1,17,173,17,6,0
88301,12,1,19,265,18,6,0
89782,3,2,32,424,23,6,0
17149,64,1,35,459,16,6,0
56494,18,1,8,107,0,7,0
48170,12,1,19,409,20,6,0
63120,3,1,17,115,22,6,0
79176,3,1,10,280,16,6,0
137052,15,1,17,245,23,6,0
113157,2,1,19,219,16,6,0
34663,2,1,13,477,22,6,0
182964,1,1,22,150,23,6,0
2348,13,1,19,477,23,6,0
166455,3,1,4,480,23,6,0
122243,12,1,13,245,23,6,0
45813,12,1,9,328,23,6,0
120182,20,2,1,259,23,6,0
191055,12,1,17,178,23,6,0
109368,3,1,1,137,16,6,0
11816,12,1,22,497,22,6,0
99160,64,1,15,459,23,6,0
38617,14,1,13,439,18,6,0
123819,15,1,23,278,22,6,0
8536,6,1,19,125,22,6,0
106800,15,1,19,480,16,6,0
80136,12,1,13,178,23,6,0
70779,26,1,22,121,23,6,0
16693,14,1,19,463,0,7,0
59784,12,1,32,328,19,6,0
71575,3,1,22,424,22,6,0
10518,9,1,19,215,20,6,0
196322,3,1,6,442,16,6,0
166248,15,1,13,430,23,6,0
192094,9,1,19,334,23,6,0
13739,26,1,19,121,16,6,0
52381,13,1,13,477,23,6,0
24254,12,1,17,140,0,7,0
134725,2,1,13,477,17,6,0
130818,3,1,26,466,23,6,0
123994,3,1,37,480,21,6,0
41851,26,1,1,121,21,6,0
66184,12,1,19,245,16,6,0
34137,15,1,13,111,23,6,0
97773,24,2,19,105,17,6,0
137293,9,1,25,215,17,6,0
59847,2,1,13,401,22,6,0
158274,2,1,15,377,17,6,0
118475,15,1,22,245,18,6,0
4019,14,1,19,489,16,6,0
209663,21,1,3,128,18,6,0
10853,2,1,14,477,18,6,0
172483,15,2,18,3,16,6,0
41378,3,1,13,211,16,6,0
46047,14,1,13,439,22,6,0
138850,3,1,19,205,23,6,0
8179,15,1,20,245,16,6,0
42956,13,1,19,477,22,6,0
73839,12,1,13,178,22,6,0
102174,2,1,53,477,22,6,0
46209,25,1,19,259,0,7,0
53454,12,1,9,245,19,6,0
9161,12,1,41,259,0,7,0
1415,12,1,19,124,22,6,0
26564,3,1,18,371,0,7,0
1256,18,1,13,134,23,6,0
125286,2,1,13,122,22,6,0
18352,18,1,18,439,17,6,0
105931,15,1,19,480,23,6,0
72214,9,1,13,134,23,6,0
2491,10,1,19,377,22,6,0
6740,2,1,47,452,20,6,0
93012,5,1,18,377,22,6,0
62025,9,1,19,215,0,7,0
100275,15,2,17,315,20,6,0
140084,1,1,19,17,20,6,0
12191,13,1,13,400,16,6,0
156511,64,1,46,459,22,6,0
201183,6,1,10,459,16,6,0
108406,3,1,13,417,22,6,0
132613,14,1,25,134,17,6,0
145202,12,1,19,409,23,6,0
15540,14,1,19,379,22,6,0
143457,9,1,14,134,16,6,0
5314,3,1,17,409,20,6,0
86912,12,1,23,265,23,6,0
188387,24,1,13,105,17,6,0
114490,20,2,10,259,18,6,0
80665,9,1,13,334,20,6,0
120638,3,1,30,480,20,6,0
21627,12,1,22,265,21,6,0
25279,64,1,19,459,16,6,0
48062,18,1,3,121,17,6,0
199622,12,1,13,178,16,6,0
98317,3,2,13,280,0,7,0
2643,1,1,1,349,23,6,0
138561,1,1,13,135,23,6,0
115690,18,1,10,107,21,6,0
55930,3,1,6,379,22,6,0
62892,12,1,19,328,19,6,0
58815,8,1,17,145,21,6,0
84564,14,1,18,134,23,6,0
14777,15,1,16,315,19,6,0
174803,2,1,17,469,17,6,0
148654,3,1,3,211,16,6,0
96971,23,1,13,153,23,6,0
104030,18,3032,607,107,22,6,0
53964,27,1,19,153,0,7,0
17165,15,1,19,111,22,6,0
48997,25,1,40,259,16,6,0
143418,8,1,13,140,22,6,0
138080,9,1,13,442,19,6,0
73487,13,1,19,400,16,6,0
5912,15,1,30,111,0,7,0
127902,18,1,19,376,16,6,0
64555,14,1,19,134,23,6,0
118056,3,1,19,379,23,6,0
51100,14,1,25,401,16,6,0
79881,9,1,9,134,23,6,0
124541,36,1,13,110,16,6,0
4295,12,1,19,245,17,6,0
112074,25,1,6,259,23,6,0
9311,12,1,19,265,22,6,0
15660,12,1,8,259,23,6,0
209452,9,1,25,134,17,6,0
80532,3,1,19,280,0,7,0
108913,9,1,3,215,21,6,0
17865,15,2,79,3,22,6,0
16206,1,1,12,118,0,7,0
171097,15,1,17,265,22,6,0
202090,20,1,13,259,19,6,0
90509,9,1,9,134,19,6,0
92673,3,1,22,115,23,6,0
17102,9,1,23,134,23,6,0
67197,1,1,19,439,21,6,0
26328,13,1,19,477,0,7,0
92300,9,1,26,334,22,6,0
92873,12,1,13,259,22,6,0
26156,21,1,19,128,0,7,0
117898,15,1,3,245,18,6,0
100959,12,1,23,259,16,6,0
28910,11,1,16,469,0,7,0
124985,2,1,18,205,22,6,0
210588,12,1,19,178,17,6,0
83509,2,1,13,219,22,6,0
6424,12,1,19,497,23,6,0
4571,12,1,11,245,17,6,0
192879,18,1,13,107,21,6,0
50775,3,1,19,409,17,6,0
100182,28,1,19,135,23,6,0
81514,9,2,13,215,21,6,0
39820,12,1,15,178,16,6,0
83132,8,1,19,145,0,7,0
39711,9,1,17,134,23,6,0
8267,6,1,12,459,17,6,0
26263,15,1,13,245,23,6,0
192200,13,1,17,400,17,6,0
206868,3,1,19,489,23,6,0
127746,15,1,19,245,21,6,0
43477,18,1,37,107,18,6,0
1176,12,1,31,245,17,6,0
130510,12,1,19,265,22,6,0
84656,3,1,18,480,17,6,0
183202,2,1,13,469,23,6,0
209663,2,1,13,205,20,6,0
69747,3,1,18,211,16,6,0
120329,12,1,6,245,23,6,0
56840,3,1,15,424,0,7,0
90891,21,1,19,128,17,6,0
158006,2,1,22,477,17,6,0
105560,15,1,19,3,23,6,0
61667,18,1,20,107,18,6,0
68568,10,1,9,113,23,6,0
9452,18,1,23,107,0,7,0
13487,21,2,5,128,22,6,0
79678,20,2,9,259,22,6,0
95006,1,1,19,349,22,6,0
44299,21,1,22,128,20,6,0
112568,8,1,19,145,16,6,0
171249,19,0,0,213,16,6,0
109317,15,1,53,480,22,6,0
118079,2,1,13,435,16,6,0
9631,3,1,13,19,18,6,0
125934,12,1,13,178,19,6,0
181311,18,1,17,121,18,6,0
126222,8,1,19,145,16,6,0
90790,23,1,30,153,18,6,0
108913,1,1,13,134,17,6,0
205163,26,1,19,121,22,6,0
171845,15,1,18,245,0,7,0
44139,21,1,19,128,23,6,0
150112,18,1,34,439,23,6,0
59659,15,1,13,140,23,6,0
77107,15,1,9,140,16,6,0
48174,27,1,17,153,16,6,0
84696,12,1,19,259,23,6,0
52010,18,1,19,107,17,6,0
111070,17,1,23,280,17,6,0
98531,15,1,13,265,23,6,0
43814,15,1,13,480,23,6,0
158506,12,1,37,212,23,6,0
73839,9,1,19,215,17,6,0
124305,15,1,32,245,16,6,0
162565,208,1,19,330,0,7,0
81319,22,1,36,116,23,6,0
24860,18,1,10,121,16,6,0
174132,2,1,41,258,23,6,0
207619,12,1,13,245,22,6,0
85482,3,1,18,137,0,7,0
25373,18,3032,607,107,23,6,0
184882,3,1,43,424,0,7,0
47306,13,1,13,477,23,6,0
111053,9,1,37,334,23,6,0
23687,2,1,22,477,17,6,0
113844,8,1,41,145,22,6,0
7649,14,1,19,463,17,6,0
93668,15,1,19,278,22,6,0
41172,9,2,9,134,22,6,0
151411,12,1,13,245,17,6,0
79979,3,1,16,115,20,6,0
36183,15,1,19,278,22,6,0
28563,9,1,9,134,23,6,0
103473,1,1,19,153,16,6,0
174119,1,1,15,134,22,6,0
193151,19,0,38,213,23,6,0
32542,2,1,19,477,19,6,0
115517,2,1,52,435,19,6,0
22701,3,1,13,442,16,6,0
4015,18,1,41,107,17,6,0
38959,14,1,17,439,22,6,0
108913,15,1,27,245,17,6,0
72287,18,3032,607,107,23,6,0
104223,12,1,8,481,16,6,0
123794,9,1,19,134,22,6,0
122912,2,1,32,469,23,6,0
44170,12,1,19,140,20,6,0
62094,3,1,12,480,0,7,0
95411,6,1,19,125,23,6,0
94042,2,1,43,435,22,6,0
13634,15,1,8,412,16,6,0
26318,9,1,13,334,17,6,0
42207,9,1,22,134,17,6,0
14386,3,1,13,424,23,6,0
24951,17,1,13,280,16,6,0
44458,9,1,18,234,16,6,0
60752,18,1,13,121,22,6,0
105861,2,1,19,377,16,6,0
86552,12,1,13,178,23,6,0
25119,3,1,13,280,16,6,0
114663,12,1,9,140,17,6,0
97766,9,1,13,466,22,6,0
94001,2,1,19,237,0,7,0
52076,1,1,13,135,20,6,0
169817,20,1,6,410,23,6,0
101894,12,1,25,259,23,6,0
178338,12,1,19,245,22,6,0
85489,12,1,15,328,23,6,0
51562,15,1,37,245,18,6,0
81745,20,1,8,478,19,6,0
2478,14,1,27,446,23,6,0
187681,9,1,12,244,19,6,0
105560,15,1,13,430,16,6,0
66131,18,1,16,121,16,6,0
36022,17,1,13,280,22,6,0
37109,15,2,13,3,20,6,0
23016,15,1,22,278,18,6,0
105416,17,1,20,280,16,6,0
137052,24,1,15,105,17,6,0
159341,12,1,13,259,23,6,0
48586,12,1,6,328,23,6,0
55684,3,1,28,442,19,6,0
14918,8,1,17,145,23,6,0
100103,18,1,36,134,23,6,0
23805,15,1,19,245,16,6,0
14299,15,1,13,245,17,6,0
74090,2,1,13,122,23,6,0
113397,3,1,19,137,21,6,0
136586,15,1,13,245,19,6,0
91712,2,1,19,205,19,6,0
106279,1,1,19,118,0,7,0
114276,12,1,53,497,16,6,0
207490,14,1,13,134,18,6,0
81662,64,1,46,459,17,6,0
39278,2,1,17,236,16,6,0
117365,18,1,19,121,23,6,0
59254,15,1,8,245,18,6,0
114461,21,1,17,128,16,6,0
212197,8,1,6,145,17,6,0
195365,23,1,19,153,23,6,0
74074,15,1,19,140,22,6,0
26995,15,1,25,315,23,6,0
182684,12,1,19,481,17,6,0
165053,15,1,13,245,16,6,0
176799,2,1,8,477,19,6,0
93953,1,1,19,178,22,6,0
60725,3,1,9,19,18,6,0
19292,2,2,22,477,18,6,0
38275,1,1,19,349,22,6,0
173868,12,1,13,265,22,6,0
103250,18,1,1,107,0,7,0
63005,82,1,18,21,23,6,0
70577,26,1,13,266,22,6,0
36501,12,1,15,245,17,6,0
75899,3,1,30,19,23,6,0
205763,17,1,19,134,20,6,0
183205,23,1,30,153,0,7,0
20961,15,1,19,386,23,6,0
73516,15,1,19,245,18,6,0
111904,13,1,41,477,23,6,0
89078,3,1,23,280,17,6,0
5348,3,1,42,409,23,6,0
52094,13,1,19,477,20,6,0
71093,15,1,13,245,18,6,0
80455,14,1,20,401,23,6,0
47918,12,1,13,265,19,6,0
26619,2,1,19,477,18,6,0
91734,15,1,15,245,19,6,0
24985,29,1,13,347,23,6,0
107276,2,1,19,477,21,6,0
42307,28,1,25,135,23,6,0
85625,8,1,19,145,18,6,0
59807,28,1,19,135,17,6,0
104764,9,1,13,244,23,6,0
107173,15,1,19,111,20,6,0
61635,15,1,25,3,16,6,0
3163,2,1,8,122,19,6,0
114314,3,1,19,452,16,6,0
7318,9,1,34,258,17,6,0
87073,3,1,37,489,23,6,0
27008,2,1,22,452,22,6,0
30328,1,1,19,134,23,6,0
79881,3,1,19,424,21,6,0
95766,2,1,25,435,20,6,0
73516,2,1,13,477,18,6,0
29636,12,1,8,409,18,6,0
181898,23,1,13,153,23,6,0
88710,12,1,13,497,17,6,0
62379,23,1,19,153,22,6,0
50689,29,1,13,343,18,6,0
25097,18,1,13,121,20,6,0
114795,13,1,22,477,16,6,0
98646,21,1,19,128,22,6,0
34419,3,1,26,137,17,6,0
185923,18,1,13,107,21,6,0
26234,27,1,10,153,18,6,0
66637,15,1,13,265,22,6,0
74861,3,1,19,115,22,6,0
106545,15,1,17,153,23,6,0
50218,13,1,19,400,23,6,0
129691,2,1,13,236,0,7,0
93063,18,1,19,107,17,6,0
103783,8,1,19,145,20,6,0
91885,15,1,8,245,16,6,0
2941,14,1,19,463,22,6,0
125295,15,1,13,245,16,6,0
112563,12,1,19,178,22,6,0
205005,12,1,15,205,0,7,0
30615,18,1,15,107,0,7,0
81548,15,1,20,265,23,6,0
153335,19,0,21,213,20,6,0
138561,15,1,13,245,23,6,0
23625,9,1,19,334,23,6,0
161341,14,1,5,401,22,6,0
34801,12,1,17,265,18,6,0
84594,3,1,13,409,23,6,0
30961,14,1,19,489,23,6,0
147159,3,1,14,115,23,6,0
100088,12,1,13,245,19,6,0
79857,15,1,13,379,23,6,0
64330,3,1,27,137,23,6,0
66116,12,1,39,259,23,6,0
200565,6,1,16,459,16,6,0
52609,2,1,19,212,21,6,0
158312,15,1,13,245,19,6,0
132944,8,1,1,259,20,6,0
194308,25,1,6,259,16,6,0
108160,20,2,13,259,16,6,0
93054,12,1,13,326,0,7,0
74445,2,1,25,236,22,6,0
46664,9,1,19,244,23,6,0
14290,3,1,9,137,16,6,0
194308,18,1,1,107,16,6,0
52747,18,1,32,107,23,6,0
9602,6,1,6,125,23,6,0
99979,3,1,22,371,0,7,0
21963,18,1,48,107,22,6,0
73482,3,1,13,211,21,6,0
17187,18,3032,607,107,22,6,0
164157,21,1,19,128,23,6,0
171238,15,1,47,245,16,6,0
201182,28,1,13,135,20,6,0
129490,12,1,13,145,20,6,0
49600,3,1,9,135,16,6,0
119378,25,1,13,259,22,6,0
35613,18,1,46,134,0,7,0
113837,26,1,19,266,23,6,0
42327,9,1,19,134,0,7,0
121710,15,1,13,430,21,6,0
26853,9,1,10,134,23,6,0
202993,28,1,11,135,19,6,0
138561,26,1,35,121,16,6,0
7246,12,1,13,245,16,6,0
172522,15,1,9,245,22,6,0
146888,8,2,13,145,23,6,0
28191,14,1,16,489,23,6,0
153450,26,1,13,121,16,6,0
2153,18,1,13,107,16,6,0
18439,160,1,13,457,23,6,0
119585,6,1,19,459,21,6,0
97684,9,1,10,442,22,6,0
104569,9,1,10,215,21,6,0
203686,9,1,18,134,16,6,0
62094,2,1,18,219,23,6,0
192030,3,1,19,480,16,6,0
149443,12,1,10,265,22,6,0
41272,1,1,13,134,23,6,0
203574,2,1,10,469,22,6,0
121087,12,1,1,245,22,6,0
70289,15,1,23,140,23,6,0
9101,15,1,17,265,16,6,0
111409,20,1,10,259,22,6,0
78446,64,1,22,459,0,7,0
17563,1,1,22,153,16,6,0
72357,2,1,8,212,17,6,0
193406,12,2,17,326,0,7,0
157236,11,1,17,481,22,6,0
69487,12,1,19,259,0,7,0
36434,3,1,22,137,16,6,0
132214,2,1,20,435,22,6,0
45808,3,1,32,489,16,6,0
117014,18,1,8,107,19,6,0
74687,9,1,13,134,22,6,0
41229,2,1,49,477,23,6,0
104988,20,1,19,259,21,6,0
38339,2,1,16,477,16,6,0
108913,15,1,12,3,0,7,0
118879,9,1,1,334,21,6,0
17112,9,1,8,258,16,6,0
26616,1,1,19,134,21,6,0
3332,18,1,25,107,23,6,0
58589,3,1,22,19,16,6,0
49969,3,1,13,489,23,6,0
112074,12,1,19,205,16,6,0
39546,28,1,22,135,23,6,0
109226,21,1,19,128,22,6,0
105560,14,1,10,379,23,6,0
210530,2,1,37,219,20,6,0
812,12,1,6,245,23,6,0
96298,10,1,13,113,16,6,0
13634,2,1,13,469,17,6,0
89312,23,1,9,153,22,6,0
43805,6,1,19,459,23,6,0
26995,20,2,85,259,23,6,0
198461,9,1,8,234,18,6,0
176455,21,1,19,128,23,6,0
47780,15,1,19,315,17,6,0
67439,12,1,19,326,22,6,0
68963,15,1,19,245,16,6,0
102946,15,1,22,245,18,6,0
57246,9,1,35,442,23,6,0
88,1,1,19,153,16,6,0
116963,15,1,13,245,21,6,0
108913,15,1,19,3,22,6,0
114235,21,2,1,128,16,6,0
48424,28,1,19,135,0,7,0
100212,2,1,27,477,16,6,0
38816,21,1,19,128,22,6,0
82502,2,1,19,477,22,6,0
72278,28,1,25,135,0,7,0
74037,27,1,13,153,16,6,0
25648,2,1,2,237,16,6,0
147957,14,1,13,442,18,6,0
3355,2,1,13,452,16,6,0
11272,9,1,20,334,21,6,0
120818,12,1,13,328,23,6,0
60613,12,1,19,245,23,6,0
6330,12,1,18,326,19,6,0
15034,15,1,19,480,22,6,0
156749,2,1,17,477,18,6,0
5348,12,1,13,245,23,6,0
63001,9,1,26,232,21,6,0
53454,23,1,30,153,20,6,0
2564,3,1,19,424,16,6,0
169223,2,1,11,435,0,7,0
31385,18,1,13,121,0,7,0
78678,12,1,17,245,18,6,0
180146,6,1,20,459,20,6,0
182339,3,1,6,424,23,6,0
92964,14,1,47,480,23,6,0
77563,2,1,37,477,22,6,0
62530,9,1,18,134,17,6,0
15970,1,1,6,134,22,6,0
62129,18,2,49,121,0,7,0
93253,21,1,41,128,16,6,0
139598,26,1,43,266,18,6,0
52043,18,1,10,439,23,6,0
40740,26,1,6,121,23,6,0
121025,12,1,22,259,23,6,0
38998,12,1,10,245,16,6,0
6982,12,1,9,219,23,6,0
59038,2,1,13,435,18,6,0
88856,12,1,13,265,23,6,0
96021,12,1,40,19,23,6,0
212742,15,1,13,140,17,6,0
181095,21,1,15,128,17,6,0
78097,12,1,19,178,16,6,0
151574,8,2,11,145,0,7,0
70473,3,1,13,19,16,6,0
39328,12,1,32,424,17,6,0
39738,3,1,22,409,17,6,0
6884,17,1,22,280,23,6,0
51486,18,1,17,121,23,6,0
92730,2,1,19,452,16,6,0
115872,2,1,17,435,16,6,0
8259,18,1,19,439,0,7,0
91820,6,1,6,459,22,6,0
3355,3,1,18,480,18,6,0
5348,15,1,35,245,16,6,0
75504,20,1,41,478,19,6,0
124953,21,1,19,128,20,6,0
46797,12,1,35,178,23,6,0
73487,12,1,19,245,18,6,0
51512,23,1,19,153,23,6,0
114220,14,1,13,379,16,6,0
69667,23,1,25,153,17,6,0
98260,21,1,19,128,22,6,0
202824,2,1,19,477,19,6,0
35358,24,2,41,105,18,6,0
